mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M356URE.Mdmx,M358URE,M372URE,M373URE,M381URE.Mdmx,M384URE.Mdmx,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Cacna1s,ENSMUSG00000026407.17,ENSMUSG00000026407,58.76408294,0.944799409,2.202834033,0.428901767,0.667994714,0.888147242,1,1,136052750,136119822,protein_coding,0,0,46.5779459,74.85913719,100.7264834,128.0740979,0.0515150284926635,4,TRUE,2 - putative,Voltage-dependent L-type calcium channel subunit alpha-1S,no
Cacng8,ENSMUSG00000053395.15,ENSMUSG00000053395,31.9555654,0.657465074,2.360847393,0.278486901,0.780638619,0.937267446,7,1,3390683,3415648,protein_coding,64.31505959,0,12.20606566,63.18203239,51.3632083,0,0.0281364670109562,4,TRUE,1 - high confidence,Voltage-dependent calcium channel gamma-8 subunit,no
Cadm4,ENSMUSG00000054793.8,ENSMUSG00000054793,17.65555477,1.789330322,2.114785827,0.846104745,0.397494314,0.732317348,7,1,24482023,24504539,protein_coding,29.55219283,29.75601222,0.279088771,0,29.07553287,40.5087282,0.135300677659636,5,TRUE,1 - high confidence,Cell adhesion molecule 4,no
Calcrl,ENSMUSG00000059588.13,ENSMUSG00000059588,5462.033292,1.289620034,0.267755673,4.816406022,1.46e-06,0.000305343,2,-1,84330626,84425411,protein_coding,7680.545539,2619.973064,3388.210438,3737.145493,6022.64102,9633.677469,3.51521203177167,6,TRUE,1 - high confidence,Calcitonin gene-related peptide type 1 receptor,no
Calhm2,ENSMUSG00000033033.10,ENSMUSG00000033033,282.8913094,-0.801488823,0.802582156,-0.998637731,0.317970215,0.664510522,19,-1,47105353,47138294,protein_coding,105.5838094,407.0678089,171.4488407,520.5277108,423.9311171,82.17646913,0.177498137956223,6,TRUE,2 - putative,Calcium homeostasis modulator protein 2,no
Calu,ENSMUSG00000029767.16,ENSMUSG00000029767,10838.79412,-0.21502591,0.233493529,-0.920907363,0.357098794,0.697993446,6,1,29348069,29377110,protein_coding,10696.75052,13938.43713,8575.949642,13023.9027,9433.143792,9746.367167,0.156148655284285,6,TRUE,1 - high confidence,Calumenin,no
Cant1,ENSMUSG00000025575.14,ENSMUSG00000025575,1526.988764,-0.531073138,0.510775309,-1.039739253,0.298461059,0.646488188,11,-1,118406289,118419086,protein_coding,1236.807989,2987.35485,1393.497058,1244.111845,670.2217687,1895.845183,0.189439405715194,6,TRUE,2 - putative,Soluble calcium-activated nucleotidase 1,no
Casc4,ENSMUSG00000060227.15,ENSMUSG00000060227,1216.650756,1.071156524,0.601288183,1.781436179,0.074841222,0.328538665,2,1,121866970,121936220,protein_coding,1007.003482,456.230038,1438.96227,448.841292,1325.97982,2533.167438,0.483413511924604,6,TRUE,2 - putative,Protein CASC4,no
Casd1,ENSMUSG00000015189.12,ENSMUSG00000015189,2443.526987,0.11946956,0.219190108,0.545049961,0.585719156,0.848039738,6,1,4600839,4643355,protein_coding,2076.327469,2664.08384,2122.774548,2252.620913,2701.848789,2695.574452,0.0715837968119508,6,TRUE,1 - high confidence,CAS1 domain-containing protein 1,no
Ccr7,ENSMUSG00000037944.8,ENSMUSG00000037944,61.35940645,5.004985757,1.649873815,3.033556694,0.002416893,0.047796919,11,-1,99144196,99155077,protein_coding,116.832616,0,0,11.41922501,116.4308808,120.7731201,1.32060009720428,4,TRUE,1 - high confidence,C-C chemokine receptor type 7,CD197
Cd101,ENSMUSG00000086564.9,ENSMUSG00000086564,495.7883231,-0.673456232,0.978212821,-0.68845574,0.491165833,0.794161858,3,-1,100993529,101029556,protein_coding,328.7202621,1005.47517,327.6774028,516.1456356,26.39481331,775.9762408,0.100090975063512,6,TRUE,1 - high confidence,Immunoglobulin superfamily member 2,CD101
Cd151,ENSMUSG00000025510.14,ENSMUSG00000025510,220.2755007,-0.132481633,0.577491577,-0.229408772,0.818551219,0.949335952,7,1,141467392,141471473,protein_coding,208.2348051,208.1566869,307.9211749,99.24208344,168.3610663,175.2922189,0.0225800717868857,6,TRUE,2 - putative,CD151 antigen,CD151
Cd163,ENSMUSG00000008845.9,ENSMUSG00000008845,364.0160367,0.611987802,0.383913665,1.594076632,0.110918872,0.406789573,6,1,124304656,124330527,protein_coding,466.735005,208.5278625,354.8695254,276.2832574,433.0126885,360.0877699,0.390630187623922,6,TRUE,1 - high confidence,Scavenger receptor cysteine-rich type 1 protein M130,CD163
Cd164,ENSMUSG00000019818.15,ENSMUSG00000019818,9418.715963,-0.083386765,0.17827705,-0.467736956,0.63997271,0.87583239,10,1,41519414,41531048,protein_coding,10265.53562,10727.49584,8800.738776,9785.215626,8730.172976,8055.161532,0.0575789977849566,6,TRUE,1 - high confidence,Sialomucin core protein 24,CD164
Cd200,ENSMUSG00000022661.14,ENSMUSG00000022661,632.7119876,1.077873533,0.498723185,2.161266139,0.030674787,0.202694758,16,-1,45382135,45409053,protein_coding,655.2887543,212.0700488,595.231276,452.3030014,805.9420304,1153.835951,0.693157482688894,6,TRUE,1 - high confidence,OX-2 membrane glycoprotein,CD200
Cd200r1,ENSMUSG00000022667.18,ENSMUSG00000022667,763.7307171,0.777237269,0.723001846,1.075014226,0.282368359,0.631189339,16,1,44765736,44794978,protein_coding,1067.401067,316.7377663,835.5274537,542.3132511,212.6277845,1581.991305,0.1998403451164,6,TRUE,1 - high confidence,Cell surface glycoprotein CD200 receptor 1,no
Cd200r4,ENSMUSG00000062082.16,ENSMUSG00000062082,47.98207986,1.416691367,2.489026359,0.569174915,0.569237442,0.839418904,16,1,44811733,44839150,protein_coding,106.0923446,0,0,78.76821293,96.16040461,1.037705351,0.0760212545545499,4,TRUE,1 - high confidence,Cell surface glycoprotein CD200 receptor 4,no
Cd27,ENSMUSG00000030336.14,ENSMUSG00000030336,3216.097357,1.195328512,0.413417364,2.89133601,0.003836077,0.062783519,6,-1,125232622,125237010,protein_coding,4804.95596,926.332736,2584.715596,2360.400618,3836.821232,4566.45587,1.20215434586039,6,TRUE,1 - high confidence,CD27 antigen,CD27
Cd274,ENSMUSG00000016496.7,ENSMUSG00000016496,791.9699467,0.142594962,0.581788622,0.245097544,0.806380905,0.945568217,19,1,29367455,29388095,protein_coding,1489.545666,858.2312525,971.9645942,449.5123725,463.5024211,521.3943556,0.0243071339813225,6,TRUE,1 - high confidence,Programmed cell death 1 ligand 1,CD274
Cd276,ENSMUSG00000035914.11,ENSMUSG00000035914,169.3359739,0.835494998,0.728353435,1.147101061,0.251339856,0.598260215,9,-1,58524298,58555437,protein_coding,300.7252179,84.39975109,72.80111423,213.901024,99.93972925,245.1884778,0.22310987728576,6,TRUE,1 - high confidence,CD276 antigen,CD276
Cd28,ENSMUSG00000026012.2,ENSMUSG00000026012,165.6644563,0.114026478,1.408368427,0.080963529,0.935470957,0.985175128,1,1,60716800,60773359,protein_coding,94.32453734,169.3669855,237.7494448,73.49186383,414.7898357,1.014090911,0.00648656101148192,6,TRUE,1 - high confidence,T-cell-specific surface glycoprotein CD28,CD28
Cd302,ENSMUSG00000060703.12,ENSMUSG00000060703,50.20431231,1.041963397,0.796850265,1.307602497,0.19100817,0.529443157,2,-1,60251993,60284488,protein_coding,109.3480488,33.55390452,31.28611132,34.89474302,50.73653669,40.88978536,0.276180660535553,6,TRUE,1 - high confidence,CD302 antigen,CD302
Cd320,ENSMUSG00000002308.16,ENSMUSG00000002308,1604.931719,0.36640005,0.328697029,1.114704477,0.264977082,0.612723385,17,1,33843091,33849774,protein_coding,1861.852421,1095.781037,1570.711501,1630.476582,1285.698655,2282.837059,0.212735544210804,6,TRUE,1 - high confidence,CD320 antigen,CD320
Cd33,ENSMUSG00000004609.11,ENSMUSG00000004609,188.3364321,-4.214511076,2.129212912,-1.979375126,0.047773787,0.259359542,7,-1,43524216,43544428,protein_coding,0,155.8187359,0,614.7187698,37.47480317,2.394352592,0.58609776941046,4,TRUE,1 - high confidence,Myeloid cell surface antigen CD33,CD33
Cd34,ENSMUSG00000016494.9,ENSMUSG00000016494,9112.897263,1.378502546,0.371900142,3.706647005,0.000210021,0.010527034,1,1,194938819,194961279,protein_coding,13804.59621,3586.431983,6564.00477,5189.249667,7951.294057,17429.80139,1.97769397438719,6,TRUE,1 - high confidence,Hematopoietic progenitor cell antigen CD34,CD34
Cd36,ENSMUSG00000002944.15,ENSMUSG00000002944,171.1265967,-1.272309633,1.717335626,-0.740862539,0.458776791,0.771380738,5,-1,17781690,17888801,protein_coding,1.071157297,274.0314281,399.3406509,59.47564301,295.3521048,1.070471541,0.112731210018531,6,TRUE,2 - putative,Platelet glycoprotein 4,CD36
Cd37,ENSMUSG00000030798.15,ENSMUSG00000030798,7834.062625,-0.764714069,0.367569117,-2.080463326,0.037483056,0.227305959,7,-1,45233632,45239115,protein_coding,7486.446937,12694.44638,6391.885741,10398.31304,3570.372194,5877.874288,0.643389178762954,6,TRUE,2 - putative,Leukocyte antigen CD37,CD37
Cd38,ENSMUSG00000029084.5,ENSMUSG00000029084,1053.849397,-0.088331786,0.418508535,-0.211063284,0.83283789,0.953320744,5,1,43868553,43912375,protein_coding,1053.327003,1281.76779,736.6568204,1312.961729,619.0674251,1385.395118,0.0207609567452682,6,TRUE,2 - putative,ADP-ribosyl cyclase 1,CD38
Cd3d,ENSMUSG00000032094.8,ENSMUSG00000032094,36.47561422,-0.072972343,1.074539832,-0.06791032,0.945857024,0.988624899,9,1,44981786,44987339,protein_coding,59.94171102,47.79602922,11.7634165,61.4096609,22.42201387,28.59594453,0.00496845581927183,6,TRUE,1 - high confidence,T-cell surface glycoprotein CD3 delta chain,CD3d
Cd40,ENSMUSG00000017652.16,ENSMUSG00000017652,21.14690154,-1.892144206,2.227356206,-0.849502294,0.395601854,0.730511409,2,1,165055627,165072948,protein_coding,13.63297802,0,74.1243253,2.930438478,0.675366179,6.454712126,0.136372996941113,5,TRUE,1 - high confidence,Tumor necrosis factor receptor superfamily member 5,CD40
Cd44,ENSMUSG00000005087.17,ENSMUSG00000005087,9353.620592,0.202733002,0.176559943,1.148238938,0.250869939,0.597958021,2,-1,102811141,102901665,protein_coding,8801.786584,7618.130298,8608.102399,9547.364837,10424.85964,9795.325835,0.223329304118602,6,TRUE,1 - high confidence,CD44 antigen,CD44
Cd47,ENSMUSG00000055447.19,ENSMUSG00000055447,61811.78165,-0.247330145,0.16109019,-1.535351996,0.124697388,0.432701979,16,1,49800533,49915010,protein_coding,55993.65104,76917.15816,57997.30515,71448.95604,55562.63286,58291.37053,0.363811118513283,6,TRUE,1 - high confidence,Leukocyte surface antigen CD47,CD47
Cd48,ENSMUSG00000015355.13,ENSMUSG00000015355,8365.005768,1.215263292,0.261227639,4.652123712,3.29e-06,0.000566064,1,1,171682009,171705258,protein_coding,14421.93916,4273.047186,6221.025905,4791.104814,10237.52316,10172.40201,3.24713446408466,6,TRUE,1 - high confidence,CD48 antigen,CD48
Cd53,ENSMUSG00000040747.9,ENSMUSG00000040747,1683.653546,1.620478662,0.430020033,3.768379464,0.000164311,0.009323838,3,-1,106759921,106790149,protein_coding,1983.208994,752.6898508,779.6715478,981.3956093,1484.749801,4095.383325,2.03040528087403,6,TRUE,2 - putative,Leukocyte surface antigen CD53,CD53
Cd63,ENSMUSG00000025351.14,ENSMUSG00000025351,79231.20521,-0.601846158,0.306082189,-1.966289378,0.049265193,0.263006549,10,1,128900989,128912822,protein_coding,79862.8971,117932.7933,64670.29381,108670.6063,48189.0114,59203.83306,0.580033437216893,6,TRUE,1 - high confidence,CD63 antigen,CD63
Cd69,ENSMUSG00000030156.5,ENSMUSG00000030156,6253.270728,-1.072668007,0.405047449,-2.648252719,0.008090902,0.094273025,6,-1,129267325,129275436,protein_coding,6592.0678,8587.789394,6673.178171,11094.60547,2733.507818,2918.098906,1.02561255720488,6,TRUE,2 - putative,Early activation antigen CD69,CD69
Cd72,ENSMUSG00000028459.11,ENSMUSG00000028459,5996.545938,0.84850986,0.386765351,2.193862137,0.028245322,0.194504126,4,-1,43446462,43454628,protein_coding,8620.92977,4465.84005,5528.774675,3709.100066,4317.224996,11292.69639,0.711071181587495,6,TRUE,2 - putative,B-cell differentiation antigen CD72,CD72
Cd74,ENSMUSG00000024610.15,ENSMUSG00000024610,4873.658603,0.294848448,0.688220725,0.428421344,0.668344388,0.888461668,18,1,60803848,60812652,protein_coding,958.3452527,3119.501437,3055.536384,7201.968934,6896.534969,8127.244247,0.0513613047581668,6,TRUE,2 - putative,H-2 class II histocompatibility antigen gamma chain,CD74
Cd79a,ENSMUSG00000003379.7,ENSMUSG00000003379,305.7536328,0.230294308,1.015534784,0.226771463,0.820601455,0.949335952,7,1,24897381,24902197,protein_coding,70.09711569,88.76851414,91.46940368,681.5998606,462.7376145,447.2687396,0.0225800717868857,6,TRUE,1 - high confidence,B-cell antigen receptor complex-associated protein alpha chain,CD79a
Cd79b,ENSMUSG00000040592.11,ENSMUSG00000040592,1063.897527,-0.315921701,0.490799847,-0.643687449,0.51977813,0.81258937,11,-1,106311341,106314762,protein_coding,519.0335439,643.5855508,1512.89071,1400.658658,1097.372869,1186.66791,0.0901288632556551,6,TRUE,1 - high confidence,B-cell antigen receptor complex-associated protein beta chain,CD79b
Cd82,ENSMUSG00000027215.13,ENSMUSG00000027215,2091.640801,-0.507335847,0.283712519,-1.788203949,0.073743109,0.326427281,2,-1,93419111,93463140,protein_coding,2122.499759,2625.840442,1904.674734,2837.255928,1565.842405,1373.030083,0.486213552452943,6,TRUE,2 - putative,CD82 antigen,CD82
Cd84,ENSMUSG00000038147.13,ENSMUSG00000038147,4888.356751,0.170537445,0.418833817,0.407172099,0.683881592,0.893688269,1,1,171839697,171890718,protein_coding,5548.136034,4890.205289,4019.568946,6187.975352,2732.315325,8328.545816,0.0488139427948508,6,TRUE,1 - high confidence,SLAM family member 5,CD84
Cd8a,ENSMUSG00000053977.13,ENSMUSG00000053977,31.18260651,0.931711674,0.985248907,0.945661211,0.344321413,0.687844399,6,1,71373427,71379173,protein_coding,28.4179318,37.18683924,11.79558245,16.58029606,35.34535494,57.82356397,0.162509794756556,6,TRUE,1 - high confidence,T-cell surface glycoprotein CD8 alpha chain,CD8a
Cd93,ENSMUSG00000027435.8,ENSMUSG00000027435,5926.24138,0.860341685,0.292221648,2.944140832,0.003238526,0.056973846,2,-1,148436640,148443563,protein_coding,7275.690199,2772.506175,5191.298115,4791.627612,7838.283201,7600.859705,1.24432446265321,6,TRUE,1 - high confidence,Complement component C1q receptor,CD93
Cd96,ENSMUSG00000022657.9,ENSMUSG00000022657,2491.853097,0.933280732,0.486122868,1.919845361,0.054877435,0.278406539,16,-1,46035657,46120251,protein_coding,3658.681041,703.8717685,2642.021569,1828.907231,3513.304497,2554.713785,0.555320568564828,6,TRUE,1 - high confidence,T-cell surface protein tactile,CD96
Cdh17,ENSMUSG00000028217.11,ENSMUSG00000028217,28.73005326,-0.092733837,3.077289954,-0.030134904,0.975959464,0.995464124,4,1,11758147,11817895,protein_coding,57.90094219,0,88.12019672,0,24.87175671,0,0.00197438709773727,3,TRUE,1 - high confidence,Cadherin-17,no
Ceacam1,ENSMUSG00000074272.10,ENSMUSG00000074272,11826.20738,-1.330286978,0.490328548,-2.713052265,0.006666659,0.084634518,7,-1,25461707,25477603,protein_coding,8594.818298,23739.25675,6713.229573,20115.87923,3819.313477,7157.431146,1.07245247479204,6,TRUE,1 - high confidence,Carcinoembryonic antigen-related cell adhesion molecule 1,CD66a
Celsr1,ENSMUSG00000016028.10,ENSMUSG00000016028,536.0574164,-0.799112947,0.500120971,-1.59783931,0.110078744,0.405593532,15,-1,85898929,86033777,protein_coding,448.8181626,1035.416717,318.9264229,839.1339729,386.2274227,390.338965,0.391908979313543,6,TRUE,1 - high confidence,Cadherin EGF LAG seven-pass G-type receptor 1,no
Celsr2,ENSMUSG00000068740.13,ENSMUSG00000068740,30.76099647,-1.633782892,2.302839116,-0.709464626,0.478036196,0.784836897,3,-1,108390851,108415552,protein_coding,0,9.633535322,13.77638597,46.48432538,21.77444403,0,0.105220587958859,4,TRUE,1 - high confidence,Cadherin EGF LAG seven-pass G-type receptor 2,no
Celsr3,ENSMUSG00000023473.13,ENSMUSG00000023473,61.91454556,-2.094932965,2.10198606,-0.996644557,0.31893707,0.665288828,9,1,108826320,108852969,protein_coding,82.48938882,118.6747471,175.0943023,65.08512678,0,0,0.176989769472469,4,TRUE,1 - high confidence,Cadherin EGF LAG seven-pass G-type receptor 3,no
Chl1,ENSMUSG00000030077.11,ENSMUSG00000030077,40.99777711,-0.449729688,3.036137823,-0.148125584,0.882243659,0.96864582,6,1,103510586,103750211,protein_coding,15.85308355,0,0,167.1572351,101.8909975,0,0.013834991305893,3,TRUE,1 - high confidence,Neural cell adhesion molecule L1-like protein,no
Chst11,ENSMUSG00000034612.7,ENSMUSG00000034612,2237.819883,-0.03818765,0.276432244,-0.138144704,0.890126056,0.970680011,10,1,82985498,83195900,protein_coding,2384.613135,2979.5617,2182.351032,1728.355238,2030.176078,2150.295467,0.0129239136145535,6,TRUE,3 - unspecific,Carbohydrate sulfotransferase 11,no
Chst12,ENSMUSG00000036599.10,ENSMUSG00000036599,9607.213673,-1.289462127,0.453340127,-2.844359122,0.004450086,0.067853966,5,1,140505550,140525724,protein_coding,9288.451277,16865.9788,7978.535597,17958.07704,3819.830278,3963.660655,1.16842476316154,6,TRUE,2 - putative,Carbohydrate sulfotransferase 12,no
Chst2,ENSMUSG00000033350.7,ENSMUSG00000033350,467.0020621,1.764241693,0.882638237,1.998827627,0.045627007,0.25227544,9,-1,95399292,95406722,protein_coding,555.739748,19.66153143,296.8909606,325.8919329,565.3226045,1024.388893,0.598125027689561,6,TRUE,2 - putative,Carbohydrate sulfotransferase 2,no
Chsy1,ENSMUSG00000032640.10,ENSMUSG00000032640,6183.893014,0.956336743,0.325622721,2.936947212,0.003314605,0.057760453,7,1,66109515,66173798,protein_coding,7386.780321,4893.471121,4014.472794,3876.648283,5340.673556,11550.38654,1.23836940936797,6,TRUE,3 - unspecific,Chondroitin sulfate synthase 1,no
Ckap4,ENSMUSG00000046841.5,ENSMUSG00000046841,2846.118735,-0.802753414,0.316962888,-2.532641659,0.011320662,0.115663444,10,-1,84526305,84534062,protein_coding,2324.858438,3944.214423,2608.077403,4481.339128,1470.901601,2378.222101,0.936803880267533,6,TRUE,1 - high confidence,Cytoskeleton-associated protein 4,no
Clcn2,ENSMUSG00000022843.17,ENSMUSG00000022843,88.01243461,0.899704194,1.368099943,0.657630459,0.510775617,0.80610615,16,-1,20702964,20717746,protein_coding,53.76162971,3.425040633,150.5785763,20.36154624,47.12595524,222.5659708,0.0936077654854583,6,TRUE,2 - putative,Chloride channel protein 2,no
Clcn5,ENSMUSG00000004317.14,ENSMUSG00000004317,260.3783198,-0.185533074,0.732592586,-0.253255463,0.80007081,0.942553319,X,-1,7153810,7319358,protein_coding,395.3116863,218.0273009,141.9241895,487.0420378,228.8056834,100.2772275,0.0256940729603533,6,TRUE,1 - high confidence,H(+)/Cl(-) exchange transporter 5,no
Clcn6,ENSMUSG00000029016.13,ENSMUSG00000029016,73.31273417,-4.34512076,1.758377802,-2.471096231,0.013469957,0.128293275,4,-1,148004259,148038821,protein_coding,18.27853513,114.9912622,102.8500018,164.1468374,0,0,0.891796108293331,4,TRUE,2 - putative,Chloride transport protein 6,no
Cldnd1,ENSMUSG00000022744.12,ENSMUSG00000022744,4379.03677,-0.163228837,0.169314,-0.964059899,0.335015896,0.679410246,16,1,58727910,58734251,protein_coding,3717.68819,4374.400154,4837.718408,4735.18858,4462.784963,4010.954464,0.167867907940368,6,TRUE,2 - putative,Claudin domain-containing protein 1,no
Clec12a,ENSMUSG00000053063.11,ENSMUSG00000053063,13904.75076,-0.323518694,0.485909333,-0.665800535,0.505538603,0.803905306,6,1,129342691,129365303,protein_coding,15681.42364,26961.83816,10261.71023,10309.25543,6502.931436,14893.8417,0.0947951048630997,6,TRUE,1 - high confidence,C-type lectin domain family 12 member A,no
Clec1b,ENSMUSG00000030159.15,ENSMUSG00000030159,13.1461465,-2.489778239,2.808574774,-0.886491705,0.375352622,0.713340762,6,1,129397297,129409335,protein_coding,9.62821991,2.59868136,0.677231377,51.76634475,0,0,0.146702958643169,4,TRUE,2 - putative,C-type lectin domain family 1 member B,no
Clec2d,ENSMUSG00000030157.5,ENSMUSG00000030157,156.2736278,0.048736427,0.814187888,0.059858943,0.95226798,0.990728435,6,1,129180615,129186534,protein_coding,133.2601632,184.4426945,120.4566825,163.468298,40.91851247,299.4324358,0.00404537209741213,6,TRUE,1 - high confidence,C-type lectin domain family 2 member D,no
Clic1,ENSMUSG00000007041.9,ENSMUSG00000007041,37061.15816,0.034943871,0.20083765,0.173990639,0.861872819,0.962727597,17,1,35049966,35058749,protein_coding,37569.77794,42598.68353,32457.92682,36323.50498,31216.85275,42771.64685,0.0164965787685723,6,TRUE,1 - high confidence,Chloride intracellular channel protein 1,no
Cln5,ENSMUSG00000022125.7,ENSMUSG00000022125,2399.465756,-0.308673707,0.452036334,-0.682851541,0.494700658,0.797173913,14,1,103070216,103077628,protein_coding,2103.094318,2915.525092,2018.417639,3142.635678,996.9021856,3270.751517,0.098446921744658,6,TRUE,3 - unspecific,Ceroid-lipofuscinosis neuronal protein 5 homolog,no
Clptm1,ENSMUSG00000002981.10,ENSMUSG00000002981,3897.335869,-1.433705248,0.465584127,-3.07936883,0.002074397,0.043587633,7,-1,19631571,19665033,protein_coding,2623.923656,4111.737096,6804.111285,8227.522357,3251.415571,1059.168147,1.36063671444068,6,TRUE,2 - putative,Cleft lip and palate transmembrane protein 1 homolog,no
Clptm1l,ENSMUSG00000021610.8,ENSMUSG00000021610,1938.838235,-0.021525808,0.327643916,-0.065698789,0.947617637,0.989221786,13,1,73604006,73620605,protein_coding,1421.228201,1940.695941,2458.370762,1547.712187,2432.793709,1890.183257,0.00470632757621296,6,TRUE,2 - putative,Cleft lip and palate transmembrane protein 1-like protein,no
Cltc,ENSMUSG00000047126.17,ENSMUSG00000047126,10582.41415,-0.08539555,0.229486367,-0.372116007,0.709806479,0.906259032,11,-1,86694351,86757565,protein_coding,8198.130335,11427.53256,12068.48352,9005.275344,11367.50598,10440.16732,0.0427476521139552,6,TRUE,3 - unspecific,Clathrin heavy chain 1,no
Clu,ENSMUSG00000022037.15,ENSMUSG00000022037,23039.50524,-1.358798206,0.519228323,-2.61695702,0.008871751,0.099553439,14,1,65968483,65981547,protein_coding,20878.84408,40848.55078,14051.78605,43118.34707,9068.954741,7255.595758,1.00194373299542,6,TRUE,1 - high confidence,Clusterin,no
Cma1,ENSMUSG00000022225.7,ENSMUSG00000022225,173.4993928,3.279971281,3.728129352,0.879790096,0.378973031,0.716959135,14,-1,55941451,55944675,protein_coding,0,0,95.80571328,0,74.3101347,857.5985244,0.144505597400226,3,TRUE,1 - high confidence,Chymase,no
Cmklr1,ENSMUSG00000042190.12,ENSMUSG00000042190,25.3874938,-2.155308085,1.869752556,-1.1527237,0.24902381,0.595804173,5,-1,113612354,113650426,protein_coding,20.61360178,73.14024398,3.358759948,41.68723895,5.304047617,0,0.22489645932083,5,TRUE,1 - high confidence,Chemokine receptor-like 1,no
