mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Slamf1,ENSMUSG00000015316.11,ENSMUSG00000015316,1679.632589,0.280445269,0.519378874,0.539962795,0.58922269,0.91219388,1,1,171767127,171801184,protein_coding,1607.008521,3282.097695,1343.634128,1098.523671,1049.613691,2029.490148,0.0399128458104337,6,TRUE,1 - high confidence,Signaling lymphocytic activation molecule,CD150
Slamf9,ENSMUSG00000026548.4,ENSMUSG00000026548,520.2657906,-1.239662025,3.257918509,-0.380507377,0.703568822,0.944982638,1,1,172475358,172478575,protein_coding,1596.652256,0,0,930.7963948,514.1807647,66.44171668,0.0245761706336597,4,TRUE,1 - high confidence,SLAM family member 9,no
Slc11a2,ENSMUSG00000023030.16,ENSMUSG00000023030,2436.902183,-0.93706053,0.430783966,-2.175244678,0.029611786,0.317315089,15,-1,100387898,100425072,protein_coding,2276.041567,1548.185744,889.2775413,2406.875285,3581.746382,3361.273765,0.498509275792343,6,TRUE,2 - putative,Natural resistance-associated macrophage protein 2,no
Slc12a2,ENSMUSG00000024597.11,ENSMUSG00000024597,1009.583175,0.161293526,0.362690163,0.444714365,0.656526187,0.934178624,18,1,57878678,57946821,protein_coding,1315.142072,1216.654727,983.9366865,1004.611402,843.819361,688.8057122,0.0295700745188604,6,TRUE,2 - putative,Solute carrier family 12 member 2,no
Slc12a5,ENSMUSG00000017740.17,ENSMUSG00000017740,15.89234645,-6.302900227,3.288369684,-1.916724953,0.055272883,0.409223955,2,1,164960802,164999731,protein_coding,89.9856001,1.430438206,0,0,8.513893777,0,0.388038951646561,3,TRUE,1 - high confidence,Solute carrier family 12 member 5,no
Slc12a6,ENSMUSG00000027130.15,ENSMUSG00000027130,1937.596584,-0.339263916,0.320261195,-1.059335071,0.289447208,0.751285768,2,1,112265825,112363163,protein_coding,2198.12414,1964.161351,1870.404783,1321.085316,1596.244313,2692.781682,0.124194838150273,6,TRUE,1 - high confidence,Solute carrier family 12 member 6,no
Slc12a7,ENSMUSG00000017756.9,ENSMUSG00000017756,506.1715368,-1.35848943,1.037573704,-1.309294391,0.190434649,0.64950175,13,1,73733094,73816754,protein_coding,1538.407645,477.8507218,71.09172263,383.1680825,85.82664487,749.9594126,0.187419674438037,6,TRUE,1 - high confidence,Solute carrier family 12 member 7,no
Slc12a9,ENSMUSG00000037344.14,ENSMUSG00000037344,193.0578523,0.217277413,1.238338942,0.175458759,0.860719174,0.978970642,5,-1,137314558,137333597,protein_coding,148.4932292,188.844041,4.285967087,378.8485962,208.9642219,130.9246567,0.00923033190327247,6,TRUE,1 - high confidence,Solute carrier family 12 member 9,no
Slc15a1,ENSMUSG00000025557.10,ENSMUSG00000025557,12.27054472,0.013170361,1.737367137,0.007580643,0.99395158,0.998771765,14,-1,121459621,121505252,protein_coding,3.623991906,3.100559181,29.15504177,4.807786256,6.793423189,26.06930164,0.000533743531363543,6,TRUE,2 - putative,Solute carrier family 15 member 1,no
Slc15a2,ENSMUSG00000022899.9,ENSMUSG00000022899,799.7485699,-1.332173876,0.951368716,-1.400270846,0.161432228,0.612748134,16,-1,36750177,36784962,protein_coding,612.3357459,39.06661703,879.1562324,644.3829035,1748.48236,1555.087591,0.212718002629515,6,TRUE,2 - putative,Solute carrier family 15 member 2,no
Slc15a4,ENSMUSG00000029416.17,ENSMUSG00000029416,443.8157272,0.03608495,0.881195296,0.040950003,0.967335754,0.99432231,5,-1,127595664,127632897,protein_coding,505.9766729,405.8854858,71.7394062,866.3108589,228.0214467,568.5576325,0.00247281604017681,6,TRUE,2 - putative,Solute carrier family 15 member 4,no
Slc18a2,ENSMUSG00000025094.8,ENSMUSG00000025094,5572.826816,0.185795768,0.291377552,0.637646128,0.523704061,0.889118657,19,1,59260896,59296012,protein_coding,5467.761124,7956.654686,4426.259917,5429.645558,5627.683468,4462.141628,0.0510402765533083,6,TRUE,2 - putative,Synaptic vesicular amine transporter,no
Slc1a3,ENSMUSG00000005360.14,ENSMUSG00000005360,38.53206916,-5.10129554,2.190855158,-2.328449474,0.019888249,0.267973883,15,-1,8634124,8710764,protein_coding,74.48718491,0,6.673147412,0.535072238,147.5356937,0.453725805,0.57190753067901,5,TRUE,2 - putative,Excitatory amino acid transporter 1,no
Slc1a4,ENSMUSG00000020142.12,ENSMUSG00000020142,184.8868554,0.748975778,2.33691595,0.320497525,0.748591206,0.955308116,11,-1,20302180,20332713,protein_coding,25.52108892,397.5097484,0,300.2669492,0,388.7349382,0.0198565326080165,4,TRUE,2 - putative,Neutral amino acid transporter A,no
Slc1a5,ENSMUSG00000001918.17,ENSMUSG00000001918,2961.347537,0.317229536,0.484040846,0.655377617,0.512224659,0.88476035,7,1,16781340,16798274,protein_coding,3091.639156,3977.535292,1560.65621,4494.464545,1639.840041,3272.605114,0.0531743482478406,6,TRUE,2 - putative,Neutral amino acid transporter B(0),no
Slc20a2,ENSMUSG00000037656.9,ENSMUSG00000037656,332.7609945,-0.352245557,0.932669329,-0.377674644,0.705672306,0.945331432,8,1,22476788,22569612,protein_coding,226.1160145,762.3970597,80.33583577,217.1048757,325.7414827,806.6440684,0.0244159016988366,6,TRUE,1 - high confidence,Sodium-dependent phosphate transporter 2,no
Slc22a21,ENSMUSG00000063652.10,ENSMUSG00000063652,248.2808906,2.46649934,1.454013565,1.696338604,0.089821774,0.483012287,11,-1,53949965,53980332,protein_coding,99.82293913,588.9808802,411.1034796,165.7168396,0,110.1644641,0.316041821404954,5,TRUE,2 - putative,Solute carrier family 22 member 21,no
Slc22a23,ENSMUSG00000038267.15,ENSMUSG00000038267,322.9069979,-0.747481637,0.82519434,-0.905824969,0.365028503,0.80348789,13,-1,34179158,34345182,protein_coding,272.6365254,56.83920221,465.8061139,175.2727463,370.1163354,524.0502874,0.0950206644461366,6,TRUE,2 - putative,Solute carrier family 22 member 23,no
Slc22a4,ENSMUSG00000020334.6,ENSMUSG00000020334,245.5456234,-0.761135415,0.815213126,-0.933664328,0.350477072,0.797026293,11,-1,53983123,54028090,protein_coding,122.4070478,128.4586541,353.4028775,118.52391,314.4703592,574.5182129,0.0985273514816013,6,TRUE,2 - putative,Solute carrier family 22 member 4,no
Slc22a5,ENSMUSG00000018900.7,ENSMUSG00000018900,611.2300903,-1.233564404,0.502592385,-2.454403292,0.014111862,0.222139896,11,-1,53864542,53891660,protein_coding,1077.779126,224.7020215,293.6933053,560.9150938,811.8674607,631.9130186,0.653373435793535,6,TRUE,1 - high confidence,Solute carrier family 22 member 5,no
Slc23a2,ENSMUSG00000027340.15,ENSMUSG00000027340,1241.152585,0.144517169,0.442136941,0.326860652,0.743773283,0.953948277,2,-1,132052496,132145108,protein_coding,922.6344523,1850.568012,1263.133346,730.7181681,1058.489882,1476.870757,0.0204751720699593,6,TRUE,1 - high confidence,Solute carrier family 23 member 2,no
Slc26a2,ENSMUSG00000034320.14,ENSMUSG00000034320,660.8110898,-0.069244079,0.743194713,-0.093170845,0.925767836,0.988929385,18,-1,61192919,61211612,protein_coding,996.0877698,754.782813,705.7340116,562.3855531,130.7815867,984.6891825,0.0048347183115516,6,TRUE,2 - putative,Sulfate transporter,no
Slc28a2,ENSMUSG00000027219.13,ENSMUSG00000027219,437.3111741,-0.595997084,0.349246707,-1.7065217,0.08791099,0.480121117,2,1,122426477,122461137,protein_coding,466.9287227,407.1599956,367.0455332,273.7033991,508.6093351,599.3517123,0.318649192187699,6,TRUE,2 - putative,Sodium/nucleoside cotransporter 2,no
Slc29a1,ENSMUSG00000023942.15,ENSMUSG00000023942,8251.94195,-0.571612589,0.501757514,-1.139220786,0.254611078,0.718175268,17,-1,45585200,45599606,protein_coding,7743.013049,4783.37884,3040.359989,11873.99785,11070.98703,10283.45636,0.143769554871418,6,TRUE,1 - high confidence,Equilibrative nucleoside transporter 1,no
Slc2a1,ENSMUSG00000028645.11,ENSMUSG00000028645,717.7363267,-1.741095159,0.90391386,-1.926173761,0.054082681,0.406397832,4,1,119108711,119137983,protein_coding,1491.558117,682.1465857,33.36049532,294.7222836,801.7005358,1060.783784,0.391048617537494,6,TRUE,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 1",no
Slc2a3,ENSMUSG00000003153.10,ENSMUSG00000003153,4084.11424,-0.007416557,0.371724779,-0.019951741,0.98408187,0.997526181,6,-1,122727809,122801640,protein_coding,4067.914057,6136.606217,3210.756709,2886.42639,4818.732659,3329.179755,0.00107569703006845,6,TRUE,2 - putative,"Solute carrier family 2, facilitated glucose transporter member 3",no
Slc2a8,ENSMUSG00000026791.14,ENSMUSG00000026791,288.9255964,-1.364566694,0.577713299,-2.362013645,0.018175973,0.253601523,2,-1,32972990,32982083,protein_coding,405.1885037,74.37167675,185.4679908,228.5436466,370.8118169,475.0045967,0.595848142633721,6,TRUE,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 8",no
Slc30a1,ENSMUSG00000037434.7,ENSMUSG00000037434,164.0117296,0.221987638,1.599414528,0.138793061,0.889613678,0.984888302,1,1,191906767,191913247,protein_coding,94.21400508,198.4804387,0,332.6464446,187.0220545,171.2903495,0.00661302084830709,5,TRUE,1 - high confidence,Zinc transporter 1,no
Slc35a5,ENSMUSG00000022664.11,ENSMUSG00000022664,1058.376406,1.827680195,0.810679273,2.254504656,0.024164438,0.290721317,16,-1,45139573,45158706,protein_coding,971.9633721,2472.468974,802.8283626,1428.665291,126.703501,216.9381056,0.53652312262913,6,TRUE,2 - putative,Probable UDP-sugar transporter protein SLC35A5,no
Slc38a1,ENSMUSG00000023169.15,ENSMUSG00000023169,5241.085808,-0.551893423,0.21709333,-2.542194286,0.011015892,0.195137846,15,-1,96571418,96642913,protein_coding,6084.084741,4352.981353,3673.314219,3649.866205,4589.504861,6344.183661,0.709658493214454,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 1,no
Slc38a2,ENSMUSG00000022462.7,ENSMUSG00000022462,5917.843273,0.34580378,0.215256006,1.606476801,0.108169188,0.519329798,15,-1,96687392,96699730,protein_coding,4844.505855,6302.149103,6148.153274,7407.274116,6180.135503,4503.456922,0.284556757829171,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 2,no
Slc38a5,ENSMUSG00000031170.14,ENSMUSG00000031170,6632.533607,-0.87621626,0.521110857,-1.681439271,0.092677623,0.486833347,X,1,8271133,8280179,protein_coding,8001.589637,2170.811044,3110.99907,8731.797758,10114.68786,7443.567112,0.312619681218328,6,TRUE,1 - high confidence,Sodium-coupled neutral amino acid transporter 5,no
Slc38a9,ENSMUSG00000047789.5,ENSMUSG00000047789,2282.054103,0.190853904,0.530542254,0.359733655,0.719046322,0.9468599,13,1,112660751,112738749,protein_coding,1413.357235,2174.235348,4323.43729,1237.067144,2970.009188,2357.877093,0.0237142756514934,6,TRUE,2 - putative,Putative sodium-coupled neutral amino acid transporter 9,no
Slc39a10,ENSMUSG00000025986.6,ENSMUSG00000025986,1706.085447,0.135201853,0.31058469,0.435313964,0.66333455,0.936879542,1,-1,46807544,46892852,protein_coding,1311.055812,1372.005293,2079.941766,1856.537456,2013.113771,1481.075361,0.028316244339194,6,TRUE,1 - high confidence,Zinc transporter ZIP10,no
Slc39a14,ENSMUSG00000022094.15,ENSMUSG00000022094,75.93601155,-1.046963428,1.808929307,-0.578775203,0.562740865,0.902020775,14,-1,70303469,70351425,protein_coding,95.77640351,118.984881,8.00130237,0,40.48951497,124.4709046,0.0447834598372604,5,TRUE,1 - high confidence,Zinc transporter ZIP14,no
Slc39a4,ENSMUSG00000063354.7,ENSMUSG00000063354,286.3126511,-2.92907297,1.523960887,-1.92201322,0.054604094,0.407725972,15,-1,76612383,76617384,protein_coding,1089.260893,0,89.84335037,100.3811686,115.8413522,233.9783278,0.389631623262029,5,TRUE,1 - high confidence,Zinc transporter ZIP4,no
Slc39a6,ENSMUSG00000024270.11,ENSMUSG00000024270,1283.77508,1.380337725,0.580937915,2.376050331,0.017499076,0.24882875,18,-1,24579881,24603817,protein_coding,838.0533606,3037.574395,1905.790487,659.183902,779.1384527,520.3921055,0.604099442128307,6,TRUE,1 - high confidence,Zinc transporter ZIP6,no
Slc39a8,ENSMUSG00000053897.15,ENSMUSG00000053897,629.4301127,-0.741853793,0.332305563,-2.232444701,0.025585586,0.298322442,3,1,135825279,135888572,protein_coding,912.6189281,430.7459452,408.0220187,587.4306329,658.77313,799.809043,0.52531407459585,6,TRUE,2 - putative,Zinc transporter ZIP8,no
Slc3a2,ENSMUSG00000010095.13,ENSMUSG00000010095,12945.29697,-0.330934275,0.324830658,-1.018790152,0.308302602,0.766035917,19,-1,8706882,8723369,protein_coding,20415.54667,13163.40808,9108.927325,12150.89056,11180.42644,11405.30451,0.115750867196094,6,TRUE,1 - high confidence,4F2 cell-surface antigen heavy chain,CD98
Slc43a1,ENSMUSG00000027075.16,ENSMUSG00000027075,2279.899227,-0.620147214,0.34973072,-1.773213444,0.076193345,0.459726024,2,1,84838850,84863594,protein_coding,2307.564169,2267.173713,1179.399947,1977.202113,2519.232793,3463.070821,0.337500911173121,6,TRUE,2 - putative,Large neutral amino acids transporter small subunit 3,no
Slc43a3,ENSMUSG00000027074.14,ENSMUSG00000027074,4326.839411,-0.160822307,0.39441664,-0.407747266,0.683459233,0.941659734,2,1,84936579,84958509,protein_coding,3647.944741,4864.314561,2303.426686,4781.353615,3596.507302,6041.475571,0.0261059999057569,6,TRUE,2 - putative,Solute carrier family 43 member 3,no
Slc44a1,ENSMUSG00000028412.17,ENSMUSG00000028412,1138.822861,-0.099360583,0.283964462,-0.349904992,0.72641,0.949704121,4,1,53440413,53622478,protein_coding,1317.737391,895.5537247,1081.724812,1369.732209,1143.458049,1103.393333,0.0224116774813791,6,TRUE,1 - high confidence,Choline transporter-like protein 1,CD92
Slc44a2,ENSMUSG00000057193.8,ENSMUSG00000057193,2780.329021,0.520289943,0.354174932,1.469019673,0.141827453,0.578619948,9,1,21320698,21355028,protein_coding,2256.614272,2913.175308,4009.685944,2776.959605,1456.500075,3016.43206,0.237606598069666,6,TRUE,2 - putative,Choline transporter-like protein 2,no
Slc45a4,ENSMUSG00000079020.9,ENSMUSG00000079020,1024.968406,-0.443675433,0.817696646,-0.542591724,0.587410938,0.911690938,15,-1,73577424,73645762,protein_coding,862.462277,1158.250391,111.8181202,1519.518445,1503.878799,1403.799958,0.0401523619670442,6,TRUE,2 - putative,Solute carrier family 45 member 4,no
Slc46a1,ENSMUSG00000020829.9,ENSMUSG00000020829,97.3712583,-7.598466831,1.550770183,-4.89980199,9.59e-07,0.000376272,11,1,78465697,78472059,protein_coding,83.23240653,0,1.997776664,0.849459863,428.3462386,33.2862814,3.42449809817742,5,TRUE,1 - high confidence,Proton-coupled folate transporter,no
Slc4a10,ENSMUSG00000026904.17,ENSMUSG00000026904,40.98261021,3.753727044,2.997124352,1.252442876,0.210408531,0.673511391,2,1,62046462,62326730,protein_coding,16.92469499,72.42514634,156.5697187,0,0,0,0.171655054719602,3,TRUE,1 - high confidence,Sodium-driven chloride bicarbonate exchanger,no
Slc4a2,ENSMUSG00000028962.14,ENSMUSG00000028962,556.4956727,0.337875435,0.566889572,0.596016317,0.551164327,0.898005198,5,1,24423837,24440950,protein_coding,612.0579049,1026.555228,601.5352397,362.89204,303.3286607,649.5172651,0.0467211494616674,6,TRUE,2 - putative,Anion exchange protein 2,no
Slc4a7,ENSMUSG00000021733.10,ENSMUSG00000021733,694.9796518,0.434516647,0.407038985,1.067506217,0.285743308,0.747452436,14,1,14702279,14799940,protein_coding,520.33827,709.2985776,880.4009812,745.9175727,381.7885055,816.780397,0.126416438374728,6,TRUE,1 - high confidence,Sodium bicarbonate cotransporter 3,no
Slc5a11,ENSMUSG00000030769.15,ENSMUSG00000030769,112.3507762,3.786658656,2.757924316,1.37301036,0.169749126,0.626885461,7,1,123214780,123273253,protein_coding,0,520.6346044,0,187.4336338,0,50.99791159,0.202811802390572,3,TRUE,2 - putative,Sodium/myo-inositol cotransporter 2,no
Slc5a3,ENSMUSG00000089774.2,ENSMUSG00000089774,529.2882088,-0.102219722,0.816720915,-0.125158693,0.900397918,0.98670224,16,1,92058322,92087473,protein_coding,364.7872156,917.1815546,282.9648385,334.5653793,1090.045619,179.6254586,0.00581388586625975,6,TRUE,2 - putative,Sodium/myo-inositol cotransporter,no
Slc5a6,ENSMUSG00000006641.12,ENSMUSG00000006641,753.6108902,-1.116073999,0.643055657,-1.735579165,0.082638273,0.469936532,5,-1,31036036,31048924,protein_coding,291.5043659,529.4105396,537.0544471,424.7470966,1405.589858,1520.69201,0.327960792412005,6,TRUE,2 - putative,Sodium-dependent multivitamin transporter,no
Slc6a15,ENSMUSG00000019894.14,ENSMUSG00000019894,715.1876149,0.366862823,1.113121848,0.329580112,0.741717252,0.953221771,10,1,103367783,103419377,protein_coding,593.3683904,1912.50285,31.204029,532.5661209,1005.596211,305.669277,0.0208060471929847,6,TRUE,2 - putative,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT73,no
Slc6a6,ENSMUSG00000030096.8,ENSMUSG00000030096,2414.873108,-0.551094873,0.338294608,-1.629038297,0.103304912,0.507378487,6,1,91684053,91759066,protein_coding,2388.599156,1638.666506,1338.109622,2425.708255,2169.383625,3314.819873,0.294667950940183,6,TRUE,1 - high confidence,Sodium- and chloride-dependent taurine transporter,no
Slc6a9,ENSMUSG00000028542.17,ENSMUSG00000028542,84.45781239,-1.6118057,2.678309952,-0.601799541,0.547307581,0.897017099,4,1,117834506,117875198,protein_coding,282.4683595,102.3714713,0,0.695202613,29.4689248,0,0.047199278326512,4,TRUE,2 - putative,Sodium- and chloride-dependent glycine transporter 1,no
Slc7a1,ENSMUSG00000041313.14,ENSMUSG00000041313,1233.689128,-0.75515465,0.421812677,-1.790260682,0.073412014,0.455280635,5,-1,148327410,148399904,protein_coding,1397.294124,713.9084304,733.4028642,1087.835082,858.5083374,2001.610838,0.341720821669623,6,TRUE,2 - putative,High affinity cationic amino acid transporter 1,no
Slc8a1,ENSMUSG00000054640.15,ENSMUSG00000054640,377.4695662,0.400677678,0.774052557,0.517636269,0.604712072,0.916934778,17,-1,81373105,81738377,protein_coding,115.2498497,234.6284177,436.9174455,419.873301,132.7969947,575.8555928,0.0376615548011673,6,TRUE,1 - high confidence,Sodium/calcium exchanger 1,no
Slc9a7,ENSMUSG00000037341.14,ENSMUSG00000037341,43.65936393,-1.137389004,1.397688593,-0.813764246,0.415780021,0.832974703,X,-1,20105754,20291807,protein_coding,94.53200235,63.26800712,3.438205133,20.0417275,79.30803913,14.80076465,0.0793681876860477,6,TRUE,2 - putative,Sodium/hydrogen exchanger 7,no
Slco2a1,ENSMUSG00000032548.14,ENSMUSG00000032548,74.52442209,0.717888048,1.638133564,0.438235357,0.66121568,0.93569507,9,1,102988712,103096002,protein_coding,114.1682252,231.7268067,6.52336727,66.96826224,68.26545167,1.457589799,0.0288656587324876,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 2A1,no
Slco3a1,ENSMUSG00000025790.14,ENSMUSG00000025790,1197.436824,1.09566228,0.400003974,2.739128489,0.006160229,0.147678162,7,-1,74275419,74554780,protein_coding,858.7790609,2119.8934,1809.774204,932.196447,666.3308749,736.2690412,0.830683721506578,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 3A1,no
Slco4a1,ENSMUSG00000038963.15,ENSMUSG00000038963,424.9741212,-0.452948283,1.137261481,-0.398279807,0.690423944,0.942590997,2,1,180456245,180474867,protein_coding,443.6881163,9.240099677,756.7468979,334.53145,433.1676649,623.6902091,0.0256767126475618,6,TRUE,1 - high confidence,Solute carrier organic anion transporter family member 4A1,no
Slit2,ENSMUSG00000031558.15,ENSMUSG00000031558,490.4433562,2.286371387,1.446758419,1.58034082,0.114028836,0.529982611,5,1,47983138,48307733,protein_coding,266.7801598,1101.291492,610.4588202,352.4839377,0,153.8341417,0.27573837958909,5,TRUE,1 - high confidence,Slit homolog 2 protein,no
Smc2,ENSMUSG00000028312.19,ENSMUSG00000028312,7519.678278,-0.474253746,0.431371137,-1.09941001,0.271589267,0.733406043,4,1,52439243,52488260,protein_coding,8443.875599,4117.373727,6444.384911,8967.65137,5345.866454,13213.61687,0.134655515931536,6,TRUE,3 - unspecific,Structural maintenance of chromosomes protein 2,no
Smo,ENSMUSG00000001761.7,ENSMUSG00000001761,2043.837858,0.002423291,0.23921388,0.010130229,0.991917385,0.998380436,6,1,29735503,29761365,protein_coding,1824.201616,1815.774346,2232.905272,2083.496308,1817.971594,2446.136848,0.000703937898521572,6,TRUE,1 - high confidence,Smoothened homolog,no
Snrpd2,ENSMUSG00000040824.3,ENSMUSG00000040824,15981.918,0.347600263,0.231965802,1.498497882,0.134003942,0.566507685,7,1,19149722,19153542,protein_coding,11720.105,16380.45176,21789.41347,15527.86225,14178.36274,16078.20666,0.246794194308165,6,TRUE,3 - unspecific,Small nuclear ribonucleoprotein Sm D2,no
Sorl1,ENSMUSG00000049313.8,ENSMUSG00000049313,565.7291391,1.518551176,1.003589267,1.513120184,0.130249134,0.559637975,9,-1,41964720,42124297,protein_coding,142.653737,528.5047093,2103.015739,109.7573188,553.1934625,256.9561315,0.252092823534422,6,TRUE,1 - high confidence,Sortilin-related receptor,no
Sort1,ENSMUSG00000068747.14,ENSMUSG00000068747,798.8262404,0.509511254,0.580204811,0.878157582,0.379858208,0.812811618,3,1,108284082,108361511,protein_coding,514.4081924,1463.153581,994.9926068,389.1390864,540.9727338,934.3125291,0.090010097386398,6,TRUE,1 - high confidence,Sortilin,no
Spon1,ENSMUSG00000038156.16,ENSMUSG00000038156,213.8371229,-4.867801311,2.207219427,-2.205399813,0.027426051,0.308099957,7,1,113765998,114043370,protein_coding,990.4209102,4.131613521,0,38.42155887,241.0013568,0,0.511308362295406,4,TRUE,1 - high confidence,Spondin-1,no
Sppl2a,ENSMUSG00000027366.12,ENSMUSG00000027366,1699.933326,0.00027476,0.267935933,0.001025468,0.999181795,0.999748225,2,-1,126890391,126933235,protein_coding,1538.846272,1287.520294,1999.227778,1694.72229,1595.857384,1816.856833,0.000109358260596966,6,TRUE,1 - high confidence,Signal peptide peptidase-like 2A,no
Sppl2b,ENSMUSG00000035206.10,ENSMUSG00000035206,941.4159565,-1.297424869,0.431236523,-3.008615456,0.002624411,0.09575369,10,1,80855275,80868708,protein_coding,1578.323956,385.9210506,416.3067597,815.8361792,1323.958065,1049.666511,1.01884448090232,6,TRUE,1 - high confidence,Signal peptide peptidase-like 2B,no
Ssr1,ENSMUSG00000021427.10,ENSMUSG00000021427,34297.8144,0.431533822,0.5462306,0.790021324,0.429515315,0.83790498,13,-1,37966605,37994217,protein_coding,14418.23678,39916.72161,60234.71713,14949.33812,38898.81928,31611.94931,0.0768052283881489,6,TRUE,1 - high confidence,Translocon-associated protein subunit alpha,no
Ssr2,ENSMUSG00000041355.13,ENSMUSG00000041355,10877.09255,-0.283291125,0.159239637,-1.779023925,0.07523584,0.458295968,3,1,88575876,88588419,protein_coding,12014.38797,9078.117274,9216.7389,11092.95619,11437.20981,12101.50426,0.338853963577936,6,TRUE,1 - high confidence,Translocon-associated protein subunit beta,no
St14,ENSMUSG00000031995.9,ENSMUSG00000031995,254.5765393,-1.164734376,1.034514748,-1.125875081,0.260218398,0.721698583,9,-1,31089402,31131853,protein_coding,718.6457818,219.5745867,92.51616496,161.4174577,300.9089445,32.79481756,0.141644147405407,6,TRUE,2 - putative,Suppressor of tumorigenicity 14 protein homolog,no
St3gal1,ENSMUSG00000013846.10,ENSMUSG00000013846,1188.233467,0.272615639,0.45076006,0.604791026,0.545317857,0.895742883,15,-1,67102875,67176830,protein_coding,718.9533418,1688.135779,1467.060015,991.9691101,958.0156018,1741.671942,0.047816633774307,6,TRUE,1 - high confidence,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",no
St3gal4,ENSMUSG00000032038.7,ENSMUSG00000032038,1564.964739,0.365753552,0.409415202,0.893356061,0.371666525,0.808091813,9,-1,35046576,35119268,protein_coding,1623.968402,2631.143223,1394.456466,1239.687573,1401.618971,1032.964812,0.0925392931684768,6,TRUE,3 - unspecific,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",no
St3gal5,ENSMUSG00000056091.12,ENSMUSG00000056091,1230.892438,-0.845435434,0.681566034,-1.240430702,0.214816131,0.677463544,6,1,72097592,72154571,protein_coding,2214.742478,817.3502128,257.2091659,1632.59638,951.4107498,1666.375854,0.169114070292112,6,TRUE,2 - putative,"Lactosylceramide alpha-2,3-sialyltransferase",no
St8sia2,ENSMUSG00000025789.9,ENSMUSG00000025789,46.67165045,3.606181544,2.362552487,1.526392139,0.126912234,0.554563533,7,-1,73939119,74013690,protein_coding,4.836061783,0,185.8166307,73.13589829,0,16.32952878,0.256048692164538,4,TRUE,3 - unspecific,"Alpha-2,8-sialyltransferase 8B",no
Stab1,ENSMUSG00000042286.13,ENSMUSG00000042286,17.81193887,-3.285638107,1.441049173,-2.280031916,0.022605796,0.282222665,14,-1,31139013,31168641,protein_coding,11.4325143,2.908245733,4.599747212,1.159936842,14.12366884,59.22119244,0.549408111456335,6,TRUE,1 - high confidence,Stabilin-1,no
Stat4,ENSMUSG00000062939.11,ENSMUSG00000062939,2607.820131,0.816859587,0.416060115,1.963321064,0.049608879,0.396065435,1,1,51987148,52107189,protein_coding,2368.429735,4271.609639,3927.360464,1769.555668,1483.835673,1772.32211,0.40223305722655,6,TRUE,3 - unspecific,Signal transducer and activator of transcription 4,no
Stim1,ENSMUSG00000030987.5,ENSMUSG00000030987,1185.335335,0.303097858,0.268682525,1.128089212,0.259282245,0.721675896,7,1,102267806,102437319,protein_coding,1193.961342,1327.043217,1112.920492,1440.838844,856.5409499,1076.53628,0.141657799910775,6,TRUE,1 - high confidence,Stromal interaction molecule 1,no
Stt3a,ENSMUSG00000032116.18,ENSMUSG00000032116,16335.69811,-0.642065135,0.225306366,-2.849742531,0.004375463,0.125572238,9,-1,36729344,36767679,protein_coding,19555.20075,13511.57976,9022.707103,13237.60723,18650.13689,17263.58212,0.901106365504076,6,TRUE,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,no
Stt3b,ENSMUSG00000032437.10,ENSMUSG00000032437,10893.40029,0.233556851,0.547416252,0.426653118,0.669632002,0.937955325,9,-1,115242581,115310421,protein_coding,9673.898476,7596.129158,21858.12103,5880.834873,13935.49144,6263.860556,0.0278178466614844,6,TRUE,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,no
Sumf1,ENSMUSG00000030101.15,ENSMUSG00000030101,428.4143373,-0.102918122,1.032925699,-0.099637488,0.92063213,0.988607772,6,-1,108107028,108185582,protein_coding,482.1606367,24.02821236,787.9539092,411.790529,254.0638334,572.3853084,0.00497597962939372,6,TRUE,3 - unspecific,Sulfatase-modifying factor 1,no
Sv2a,ENSMUSG00000038486.9,ENSMUSG00000038486,20.45659301,5.676209608,2.718345719,2.08811174,0.036787756,0.349325531,3,1,96181151,96195521,protein_coding,1.087650933,0,128.4501547,5.19438025,0,1.468375579,0.456769672114381,4,TRUE,1 - high confidence,Synaptic vesicle glycoprotein 2A,no
Syp,ENSMUSG00000031144.15,ENSMUSG00000031144,24.61470735,-6.149322179,2.974445909,-2.0673841,0.038697975,0.355469276,X,1,7638471,7653256,protein_coding,94.15157423,2.065095806,0,0,50.46430031,0,0.449197930349937,3,TRUE,1 - high confidence,Synaptophysin,no
